_id,birth_date,company_location,company_name,company_status,gender,name,number_of_offers,plastic_quantity,rating
960252722968929794813,1996-09-18,Beni Suef,Goodwin and Sons,APPROVED,FEMALE,عنود الع لويني - Anod Ala Loini ,2,19,5
150739534735710763630,1996-09-18,Beni Suef,Goodwin and Sons,APPROVED,MALE,براءة بن عبد السلام - Baraaah Bn Abad Alsalam ,1,3,5
292350589365169475510,1996-09-18,Beni Suef,Goodwin and Sons,APPROVED,MALE,اروي بن عبد الكريم - Aroi Bn Abad Alkariam ,1,4,5
348578851131661701922,1996-09-18,Beni Suef,Goodwin and Sons,APPROVED,MALE,خلود الوحيشي - Khalod Alohaishi ,3,20,5
858971609848579646066,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,MALE,عنود سعيد - Anod Saaid ,2,4,5
091938709985453778398,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,MALE,ريم بوهاها - Riam Bohaha ,1,10,5
839434225747873566658,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,FEMALE,بلسم بوديبة - Blsam Bodibah ,1,4,5
152055626554673115828,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,MALE,اروي ادريس - Aroi Idris ,3,17,5
727506502155605880549,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,MALE,اروي غويلة الموقر - Aroi Ghoilah Alamoqur ,1,9,5
040370088931476782649,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,MALE,عنود المولدي الموقر - Anod Alamoldi Alamoqur ,1,2,5
935548753235034757471,1971-03-03,Sharqia,"Treutel, Walker and Boyle",SUSPENDED,FEMALE,اروي عاشور المحترم - Aroi AIshoar Alamuhtrm ,2,4,5
116950389390891010281,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,سيد عوضية الدنوني - Said Aodhiah Aldnoni ,5,34,5
048088291097277750893,1995-02-22,Luxor,Davis Group,APPROVED,MALE,سيدة بلسم لخشين - Saidah Blsam Lkhshin ,2,24,5
390302876368482569299,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,عوضية ادريس - Aodhiah Idris ,6,36,5
831303603697828092235,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,نوف زروق - Nof Zroq ,1,3,5
696837943537310506812,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,فاطمه الأشراف - Fatmuah Alashraf ,6,41,5
436035166415804836509,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,عنود شنيق - Anod Shniq ,3,7,5
261265421381581966157,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,عنود خنفير - Anod Khnfir ,4,18,5
649789835431814431706,1995-02-22,Luxor,Davis Group,APPROVED,MALE,ريم عطالله - Riam Aatallah ,3,13,5
654827739446589056364,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,بروفيسور خلود الصفار - Brofisaoar Khalod Alsafar ,3,24,5
875459247419457160632,1995-02-22,Luxor,Davis Group,APPROVED,MALE,آنسة بلسم لخشين - Anisah Blsam Lkhshin ,3,20,5
072264551602211765213,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,عنود لخشين - Anod Lkhshin ,2,14,5
055324803280762525647,1995-02-22,Luxor,Davis Group,APPROVED,FEMALE,بروفيسور فاطمه النقاش - Brofisaoar Fatmuah AlnqIsh ,1,13,5
730944989012427605946,1995-02-22,Luxor,Davis Group,APPROVED,MALE,عوضية خنفير حفظه الله - Aodhiah Khnfir Hfzah Allah ,6,41,5
952504719178720722143,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,خلود الشتيوي - Khalod Alshtioi ,1,4,5
384117676523143908309,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,عنود بن عبد السلام - Anod Bn Abad Alsalam ,2,9,5
215456825933877532348,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,عوضية لخشين - Aodhiah Lkhshin ,1,2,5
764550299903285532070,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,عوضية بنسلامة - Aodhiah Bnisalamah ,3,19,5
699865139201441889777,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,اروي زروق - Aroi Zroq ,1,7,5
409488218483150974845,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,ريم بن حمودة - Riam Bn Hamodah ,3,22,5
488661451084794777850,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,خلود الوحيشي - Khalod Alohaishi ,3,16,5
204792515957336793363,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,عنود المحجوب - Anod Alamahajob ,3,17,5
100458966426771451246,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,ريم سعيد - Riam Saaid ,2,8,5
506061034688500471785,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,خلود الدنوني - Khalod Aldnoni ,3,12,5
927884373378010628849,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,عوضية الصغير - Aodhiah Alsghir ,1,3,5
305830256020383406189,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,بتول الرصاع - Btol Alrsaa ,4,21,5
456194436098580354556,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,بلسم الرقيق - Blsam Alruqaiq ,1,7,5
246827732160171170402,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,اروي عظومة - Aroi Azomah ,1,1,5
476613613004183182297,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,ريم المنيف - Riam Alamanif ,3,21,5
461494656729147470356,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,FEMALE,عنود الدرقاش المبجل - Anod AldrqIsh Alambjl ,5,23,5
374470812786146291270,1992-09-17,Port Said,Carroll - Reynolds,SUSPENDED,MALE,اروي النفطي المبجل - Aroi Alnftai Alambjl ,1,7,5
528130030621987420034,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,MALE,براءة النقاش - Baraaah AlnqIsh ,1,8,5
800182804268824852006,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,FEMALE,عوضية الصفار - Aodhiah Alsafar ,2,14,5
805313227025055809992,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,MALE,بتول بنسلامة - Btol Bnisalamah ,1,9,5
205229780733445727761,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,MALE,خلود هذيل - Khalod Hthil ,3,11,5
571875901741217043333,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,FEMALE,نوف القلال - Nof Aliqlal ,1,8,5
229290395591403758921,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,MALE,عنود العلاني - Anod Alalaanei ,3,17,5
319499432142186493545,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,FEMALE,سيدة بتول السقا - Saidah Btol Alsqa ,5,30,5
511201996711709319886,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,MALE,براءة الخليفي حفظه الله - Baraaah Alkhalaifi Hfzah Allah ,1,2,5
297954464179144136819,1981-11-12,Kafr El Sheikh,Swaniawski - Ullrich,SUSPENDED,MALE,فاطمه الع لويني - Fatmuah Ala Loini ,4,17,5
799924247891472583276,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,FEMALE,سيدة ريم بوهاها - Saidah Riam Bohaha ,1,9,5
109560698825335521258,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,FEMALE,اروي جراد المبجل - Aroi Jrad Alambjl ,2,14,5
491497174336770374836,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,MALE,بتول السقاط - Btol Alsqat ,1,10,5
368412946703559189713,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,FEMALE,بلسم الشريف - Blsam Alshrif ,1,10,5
873659405644372719430,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,FEMALE,بلسم فقوسة - Blsam Faqosah ,1,9,5
028541508683237199173,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,FEMALE,فاطمه بن عاشور حفظه الله - Fatmuah Bn AIshoar Hfzah Allah ,2,10,5
317956740668491297474,1979-12-31,Alexandria,Lind - Kertzmann,APPROVED,MALE,نوف النفطي - Nof Alnftai ,2,9,5
680672768706966065942,1998-03-21,Beni Suef,Oberbrunner LLC,APPROVED,FEMALE,عنود سويس - Anod Saois ,2,7,5
196952538525142811988,1998-03-21,Beni Suef,Oberbrunner LLC,APPROVED,MALE,بتول النفير المحترم - Btol Alnfir Alamuhtrm ,2,6,5
641776990598796868915,1998-03-21,Beni Suef,Oberbrunner LLC,APPROVED,FEMALE,بلسم الحجيج - Blsam Alhajij ,1,2,5
362187020872667223020,1998-03-21,Beni Suef,Oberbrunner LLC,APPROVED,MALE,براءة زروق - Baraaah Zroq ,1,5,5
588499750657750313624,1990-08-17,Luxor,Jerde - Nicolas,SUSPENDED,MALE,نوف الحجيج - Nof Alhajij ,19,102,5
067684838068107564612,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,بتول سويس - Btol Saois ,1,9,5
112583030012420775059,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,دكتور خلود الأشراف - Dktoar Khalod Alashraf ,1,3,5
384978643486909690429,1998-03-26,Qena,Harris Inc,SUSPENDED,MALE,ريم الزوابي المبجل - Riam Alzwabi Alambjl ,1,9,5
909909266738770242954,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,عوضية المولدي - Aodhiah Alamoldi ,5,19,5
747175699031247214706,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,اروي الدنوني - Aroi Aldnoni ,1,6,5
130095486252302379286,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,عنود الشيباني - Anod Alshibanei ,1,4,5
205304270873517382397,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,عنود غويلة - Anod Ghoilah ,1,3,5
765556522836106439154,1998-03-26,Qena,Harris Inc,SUSPENDED,MALE,اروي الزوابي - Aroi Alzwabi ,1,6,5
929458190993744090004,1998-03-26,Qena,Harris Inc,SUSPENDED,MALE,براءة بن عبد السلام المحترم - Baraaah Bn Abad Alsalam Alamuhtrm ,1,1,5
022609518372365462373,1998-03-26,Qena,Harris Inc,SUSPENDED,MALE,ريم الرصاع - Riam Alrsaa ,2,6,5
737950542358658145767,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,فاطمه خنفير - Fatmuah Khnfir ,3,10,5
549241895480202073052,1998-03-26,Qena,Harris Inc,SUSPENDED,FEMALE,عنود هذيل - Anod Hthil ,2,9,5
259937380304204156128,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,MALE,عوضية النجار - Aodhiah Alnajar ,1,10,5
959007397840884844414,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,FEMALE,ريم نيفر - Riam Nifar ,4,19,5
312845787615782586281,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,MALE,براءة الكراي - Baraaah Alkarai ,2,13,5
354495122162671872793,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,MALE,اروي الرصاع - Aroi Alrsaa ,3,22,5
759380962242471544269,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,MALE,عنود القلال - Anod Aliqlal ,3,24,5
499328033837049086754,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,FEMALE,بتول شنيق - Btol Shniq ,2,15,5
570540680394975050420,1999-05-15,Aswan,"Wolf, Hilll and Kreiger",SUSPENDED,MALE,عنود الصفار - Anod Alsafar ,4,16,5
209992030629229462453,1997-05-23,Beheira,"Brekke, Senger and Stroman",APPROVED,MALE,اروي الدنوني - Aroi Aldnoni ,5,20,5
012308947427082900412,1997-05-23,Beheira,"Brekke, Senger and Stroman",APPROVED,FEMALE,عنود بن عبد السلام - Anod Bn Abad Alsalam ,6,38,5
850721837661070834752,1997-05-23,Beheira,"Brekke, Senger and Stroman",APPROVED,MALE,فاطمه السقاط - Fatmuah Alsqat ,7,48,5
389995921880022165318,1975-11-12,Beni Suef,Reilly Inc,SUSPENDED,FEMALE,فاطمه بن حسين - Fatmuah Bn Hussain ,1,3,5
782231475948252090227,1975-11-12,Beni Suef,Reilly Inc,SUSPENDED,MALE,خلود الخليفي - Khalod Alkhalaifi ,1,3,5
925528962106569518853,1975-11-12,Beni Suef,Reilly Inc,SUSPENDED,MALE,بروفيسور نوف بن عبد الكريم - Brofisaoar Nof Bn Abad Alkariam ,5,30,5
658745112681082809673,1975-11-12,Beni Suef,Reilly Inc,SUSPENDED,FEMALE,نوف بن عاشور - Nof Bn AIshoar ,1,3,5
609851400564658158883,1994-12-17,Minya,Jast Group,APPROVED,MALE,بتول الكراي - Btol Alkarai ,3,28,5
450491745236428152972,1994-12-17,Minya,Jast Group,APPROVED,FEMALE,اروي الصغير - Aroi Alsghir ,1,7,5
795529803285605711303,1994-12-17,Minya,Jast Group,APPROVED,MALE,سيدة خلود بن حمودة - Saidah Khalod Bn Hamodah ,1,11,5
216752496564043992315,1994-12-17,Minya,Jast Group,APPROVED,MALE,براءة خنفير - Baraaah Khnfir ,1,12,5
927036313571849603940,1994-12-17,Minya,Jast Group,APPROVED,FEMALE,عوضية العنابي - Aodhiah Alanabi ,1,8,5
255943753787910685778,1994-12-17,Minya,Jast Group,APPROVED,FEMALE,بروفيسور ريم بودوارة - Brofisaoar Riam Bodwarah ,1,9,5
572050393776677943100,1994-12-17,Minya,Jast Group,APPROVED,MALE,سيدة عنود الحجيج - Saidah Anod Alhajij ,1,7,5
893048334111284464842,1999-03-28,Sohag,Price and Sons,APPROVED,MALE,بروفيسور عوضية الطريقي - Brofisaoar Aodhiah Altriqai ,2,4,5
403394280289146263024,1999-03-28,Sohag,Price and Sons,APPROVED,FEMALE,عوضية الرصاع - Aodhiah Alrsaa ,1,4,5
352244090475220265243,1999-03-28,Sohag,Price and Sons,APPROVED,MALE,خلود الأشراف - Khalod Alashraf ,2,4,5
912719818884614089413,1999-03-28,Sohag,Price and Sons,APPROVED,FEMALE,ريم عظومة - Riam Azomah ,1,1,5
524564816793026073314,1999-03-28,Sohag,Price and Sons,APPROVED,MALE,فاطمه سويس - Fatmuah Saois ,2,4,5
898043041004649112340,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,FEMALE,خلود الخليفي - Khalod Alkhalaifi ,2,9,5
539276302038647019026,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,FEMALE,براءة سويس - Baraaah Saois ,1,4,5
067569043176563471143,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,MALE,ريم بن عثمان - Riam Bn Athman ,3,17,5
153019618378673329800,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,MALE,اروي الشتيوي المبجل - Aroi Alshtioi Alambjl ,1,10,5
311203101942241658916,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,FEMALE,سيد عوضية الرقيق - Said Aodhiah Alruqaiq ,1,7,5
850080464151001576748,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,MALE,براءة بن حمودة - Baraaah Bn Hamodah ,4,16,5
547964039056716691977,1984-02-09,Beheira,"Douglas, Wilderman and Marks",SUSPENDED,MALE,نوف الخليفي - Nof Alkhalaifi ,1,4,5
799018207072584395310,1991-09-13,Minya,"Roberts, Kihn and Hermann",SUSPENDED,MALE,خلود المحجوب - Khalod Alamahajob ,4,26,5
229347311101386943154,1991-09-13,Minya,"Roberts, Kihn and Hermann",SUSPENDED,MALE,آنسة فاطمه الصغير - Anisah Fatmuah Alsghir ,3,14,5
018438604797449712782,1991-09-13,Minya,"Roberts, Kihn and Hermann",SUSPENDED,MALE,بلسم السقاط - Blsam Alsqat ,3,27,5
418868445300267850270,1991-09-13,Minya,"Roberts, Kihn and Hermann",SUSPENDED,FEMALE,بتول الزوابي - Btol Alzwabi ,10,55,5
250346182238643577595,1991-09-13,Minya,"Roberts, Kihn and Hermann",SUSPENDED,FEMALE,عوضية جاوحدو - Aodhiah Jaohdo ,5,36,5
218762642732676521403,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,MALE,عنود العلايمي - Anod Alalaaiamai ,3,21,5
701081308905507295121,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,عنود السقاط - Anod Alsqat ,1,9,5
359072368115171607290,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,نوف النخلي - Nof Alnkhalai ,1,4,5
848702609704906514785,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,نوف تومي - Nof Tomai ,1,9,5
412509959147620327612,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,عنود الغربي - Anod Alghrabi ,2,12,5
371894336122783728054,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,نوف العطار الموقر - Nof Alaatar Alamoqur ,3,23,5
908148607285949236982,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,عنود بنسلامة - Anod Bnisalamah ,1,6,5
511517584842469221052,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,MALE,بتول عظومة - Btol Azomah ,1,4,5
724114797102233013910,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,MALE,فاطمه سويس - Fatmuah Saois ,2,13,5
096778897957320916223,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,MALE,براءة العلاني - Baraaah Alalaanei ,2,5,5
753455586850103302111,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,MALE,عنود الطويل - Anod Altoil ,3,13,5
526152527547811212661,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,MALE,عنود بن عثمان - Anod Bn Athman ,2,11,5
643045449333085780385,1975-11-23,Minya,"Waelchi, Schmitt and Toy",APPROVED,FEMALE,آنسة خلود بوهاها - Anisah Khalod Bohaha ,1,4,5
715270289483730030387,1989-02-05,Gharbia,Windler - Bahringer,APPROVED,MALE,عنود العلايمي - Anod Alalaaiamai ,10,44,5
337518196006048342902,1989-02-05,Gharbia,Windler - Bahringer,APPROVED,FEMALE,خلود الدرقاش - Khalod AldrqIsh ,13,94,5
527447174839452437408,1989-02-05,Gharbia,Windler - Bahringer,APPROVED,FEMALE,بتول النخلي - Btol Alnkhalai ,12,59,5
992298792713517880115,1997-08-30,Beheira,"Ledner, Torphy and Barrows",SUSPENDED,MALE,ريم عطالله الموقر - Riam Aatallah Alamoqur ,1,6,5
710090048059978089311,1997-08-30,Beheira,"Ledner, Torphy and Barrows",SUSPENDED,FEMALE,خلود الأشراف - Khalod Alashraf ,5,34,5
242084324715406144677,1997-08-30,Beheira,"Ledner, Torphy and Barrows",SUSPENDED,MALE,عنود المولدي - Anod Alamoldi ,1,13,5
462033213293611342390,1997-08-30,Beheira,"Ledner, Torphy and Barrows",SUSPENDED,FEMALE,سيدة عوضية النفطي - Saidah Aodhiah Alnftai ,2,9,5
823553033136582347960,1997-08-30,Beheira,"Ledner, Torphy and Barrows",SUSPENDED,FEMALE,نوف عظومة - Nof Azomah ,2,9,5
615066021768888317357,1997-08-30,Beheira,"Ledner, Torphy and Barrows",SUSPENDED,MALE,عنود الوحيشي المحترم - Anod Alohaishi Alamuhtrm ,5,28,5
008439185260929232623,1982-12-24,Cairo,Haley Group,APPROVED,MALE,براءة بن عاشور - Baraaah Bn AIshoar ,1,11,5
361267680936139778668,1982-12-24,Cairo,Haley Group,APPROVED,FEMALE,عنود النفطي - Anod Alnftai ,1,9,5
203092427267908601377,1982-12-24,Cairo,Haley Group,APPROVED,MALE,عنود الرقيق - Anod Alruqaiq ,2,6,5
859336679370788127341,1982-12-24,Cairo,Haley Group,APPROVED,MALE,ريم جراد - Riam Jrad ,2,22,5
488467405018419173867,1982-12-24,Cairo,Haley Group,APPROVED,FEMALE,ريم همدان - Riam Hmdan ,1,4,5
588047054216058848139,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,MALE,خلود هذيل - Khalod Hthil ,1,7,5
267209300221746920699,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,FEMALE,بروفيسور بتول يافع - Brofisaoar Btol Yafa ,2,10,5
019654193226883994477,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,FEMALE,بلسم العواني المحترم - Blsam Alawanei Alamuhtrm ,2,4,5
141145560779308989138,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,FEMALE,فاطمه بن عبد السلام - Fatmuah Bn Abad Alsalam ,1,3,5
389386887166083197269,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,FEMALE,دكتور نوف شقرون - Dktoar Nof Shquron ,2,16,5
978987671704974445858,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,FEMALE,بلسم العلايمي - Blsam Alalaaiamai ,3,21,5
533251322734532116546,1988-03-31,Gharbia,"Hodkiewicz, Sauer and Cremin",APPROVED,MALE,نوف النجار - Nof Alnajar ,1,2,5
